ID,reviews,date,nps_score,clinic,city,state,polarity_score,label,nps_label,timestamp
a2p4w000002KKqXAAW,it s wonderful if you have cigna insurance  i do not know how accessible it is to people who have out of network insurances ,29-07-2021,5,Denver State Capitol Clinic,Denver,CO,0.0,Neutral,Detractor,1627497000.0
a2p4w000002KKXfAAO,got in for an appointment really quick and they always are very helpful,17-07-2021,8,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.4606,Positive,Passive,1626460200.0
a2p4w000002NynFAAS,nurses were inexperienced to take blood ,26-08-2021,4,Union Family Health Center - Northwest,Las Vegas,NV,0.5859,Positive,Detractor,1629916200.0
a2p4w000002KKW8AAO,it s the only work sponsored clinic that s at no cost to employees,16-07-2021,5,Weld County Employee Medical Center,Greeley,CO,0.765,Positive,Detractor,1626373800.0
a2p4w000002O1YNAA0,they new very little about my visits with carehere and treated me like a new patient,29-10-2021,3,Aisin Marion Illinois Health and Wellness Center,Marion,IL,0.0,Neutral,Detractor,1635445800.0
a2p4w000002O1HCAA0,my provider was very kind and understanding ,25-10-2021,8,Weld County Employee Medical Center,Greeley,CO,0.0,Neutral,Passive,1635100200.0
a2p4w000002O1FpAAK,convenient  close locations  easy to make appointments on the web  quality of customer service varies,24-10-2021,6,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.8689,Positive,Detractor,1635013800.0
a2p4w000002KKB5AAO,on             i called our weld county medical clinic  and no call back tell the late afternoon    i had sinus infection  and didn t get a call tell           ,30-06-2021,5,Northglenn Metro North Clinic,Northglenn,CO,0.0,Neutral,Detractor,1624991400.0
a2p4w000002O2bhAAC,scheduling was covenient  although it was broken for an entire weekend of               got great answers to my questions  doctor wasn t in a hurry to cram in more patients and you could have a conversation ,17-11-2021,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.4585,Positive,Passive,1637087400.0
a2p4w000002NyGaAAK,you have a few real good staff ,06-08-2021,8,Collective Union Health - Windmill Lane,Las Vegas,NV,0.8285,Positive,Passive,1628188200.0
a2p4w000002O2AMAA0,i liked the dr and scheduling was easy   only issue is that i would like to meet the dr the first time dressed ,10-11-2021,8,UA Plumbers Local 5 Health & Wellness Center,Mitchellville,MD,0.4404,Positive,Passive,1636482600.0
a2p4w000002O2RmAAK,i like the new doctor   she took her time and listened to me ,15-11-2021,8,Monroe Campus Park Clinic,Monroe,NC,0.7906,Positive,Passive,1636914600.0
a2p4w000002KKFlAAO,i waited for over half an hour in the room for the doctor,05-07-2021,5,New Berlin Health Center,New Berlin,WI,0.5023,Positive,Detractor,1625423400.0
a2p4w000002O1NtAAK,great staff and great doctors,27-10-2021,8,Altais Salinas North Main Street,Salinas,CA,0.0,Positive,Passive,1635273000.0
a2p4w000002O1UzAAK,entire staff is friend super friendly and professional  when drawing blood and giving flu shots mica was great  didn t even feel my blood being drawn or my vaccinations ,28-10-2021,8,Denver State Capitol Clinic,Denver,CO,0.0,Positive,Passive,1635359400.0
a2p4w000002KK2cAAG,dr  glaser made my daughter cry and ruined her birthday  it started off harmless  introducing himself and going over her health background questionnaire  but when addressing some of her concerns  he came across as condescending and scolding her  he then proceeded to bulldoze through every personal  topic with no sensitivity or caution  causing her to cry  he then ended with lecturing her about making good choices in college and warning her about the top three risks of death to a teenager are car accidents   so don t drink and drive young lady    homicide   do you know anyone who would want to kill you     and suicide  your feelings will pass           when he left the room  my daughter begged me to leave  which we did      she has now been depressed and upset for   days  on her birthday  really upset by what some random doctor  whom she had never met  said to her      we made the appointment for   vaccine  that s it   this doctor has so few patients and way too much time on his hands that he is pretending to be a mental health counselor  a gyn  a parent  a coach  and more  tell him to stick to his practice and nothing more ,25-06-2021,1,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.6249,Positive,Detractor,1624559400.0
a2p4w000002O1xrAAC,my doctor retired and i am still checking out the new doctor s ,05-11-2021,8,Monroe Campus Park Clinic,Monroe,NC,0.1779,Positive,Passive,1636050600.0
a2p4w000002O1l2AAC,i believe i could have had a conversation on the phone instead of going to clinic  it was just one question and then sent to a specialist ,03-11-2021,5,Colorado Springs Wall Street Clinic,Colorado Springs,CO,0.0,Neutral,Detractor,1635877800.0
a2p4w000002O1XZAA0,my doctor i had was nice but the man i had on the phone who scheduled my appointment  was very rude and condescending  his name was josh ,28-10-2021,8,Aisin Marion Illinois Health and Wellness Center,Marion,IL,0.2263,Positive,Passive,1635359400.0
a2p4w000002NyW9AAK,professional service   friendly,17-08-2021,8,Akron S. Main Health Center,Akron,OH,0.296,Positive,Passive,1629138600.0
a2p4w000002NyV1AAK,they actually had me in early ,15-08-2021,7,Mayville Metalcraft Clinic,Mayville,WI,0.0951,Positive,Passive,1628965800.0
a2p4w000002KJmFAAW,more personable,24-06-2021,8,Fort Collins Caring for the Family,Fort Collins,CO,0.4767,Positive,Passive,1624473000.0
a2p4w000002KK86AAG,time doctor spends with you   good follow up ,29-06-2021,8,Denver 15th Street Clinic,Denver,CO,0.2732,Positive,Passive,1624905000.0
a2p4w000002KKoMAAW,i like the availability of care,28-07-2021,6,Louisville Seven Counties Broadway Clinic,Louisville,KY,0.7579,Positive,Detractor,1627410600.0
a2p1U000000RpFGQA0,seems ok after first visit,28-06-2019,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.0,Neutral,Passive,1561660200.0
a2p1U000000Rqb2QAC,ease of appointments and the ability to talk to the physician directly ,05-03-2015,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.5574,Positive,Passive,1425493800.0
a2p1U000000RsjDQAS,my last contact i did get a call back from my doctor ,29-12-2015,5,Monroe Campus Park Clinic,Monroe,NC,0.4033,Positive,Detractor,1451327400.0
a2p1U000000RpchQAC,convenience   it is nice not to have to leave work for an office visit ,27-09-2017,8,New Berlin Health Center,New Berlin,WI,0.0,Positive,Passive,1506450600.0
a2p3g000000L2OHAA0,it s handy and i like my doctor and lpn s   only reason i didn t give it a    is because it is a new way of doing things and i don t know the longevity of it ,11-06-2020,8,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.0,Neutral,Passive,1591813800.0
a2p1U000000RpWtQAK,many times i call and no one answers the phone   this office needs a dedicated person or answering service,13-07-2017,5,Louisville Humana East Health Center,Louisville,KY,0.6124,Positive,Detractor,1499884200.0
a2p1U000000RstNQAS,very well scheduled appointments  dr miller is great,22-03-2016,8,Mayville Metalcraft Clinic,Mayville,WI,0.0,Positive,Passive,1458585000.0
a2p3g000000LAcnAAG,quick appointment availability and provider was helpful  but was confused about how the phone call appointment would work ,09-07-2020,8,Denver 15th Street Clinic,Denver,CO,0.8126,Positive,Passive,1594233000.0
a2p1U000000RpvFQAS,slightly unprofessional with the intake process  could use better customer service up front ,02-03-2018,4,Denver 15th Street Clinic,Denver,CO,0.4404,Positive,Detractor,1519929000.0
a2p1U000000RtIuQAK,i think the office staff could be better trained on professional look and attitude  the doctor is wonderful ,27-02-2017,7,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.3612,Positive,Passive,1488133800.0
a2p1U000000RppnQAC,convenient to get to and always available,25-12-2017,7,Monroe Campus Park Clinic,Monroe,NC,0.0,Neutral,Passive,1514140200.0
a2p3g000000KzwLAAS,i would recommend paladina because the staff is very friendly and they schedule appointments quickly ,19-05-2020,8,Akron S. Main Health Center,Akron,OH,0.0,Positive,Passive,1589826600.0
a2p1U000000RvEMQA0,still new to it ,30-09-2019,8,Mayville Metalcraft Clinic,Mayville,WI,0.0,Neutral,Passive,1569781800.0
a2p3g000000KyulAAC,my first appointment went well ,28-01-2020,8,Mayville Metalcraft Clinic,Mayville,WI,0.2732,Positive,Passive,1580149800.0
a2p1U000000RtKwQAK,i was told i needed a referral to go see a specialist  i went to paladina to get a referral and he said    you don t need a referral and    he just started looking up docs on the cigna website  which obviously i could do myself   it was a completely pointless visit that i now have to pay for  i am leaving paladina  having derived no value from the model ,11-08-2016,0,Denver 15th Street Clinic,Denver,CO,0.2732,Positive,Detractor,1470853800.0
a2p3g000000LAcAAAW,taking time to hear patient s concerns is a plus for me ,11-07-2020,8,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.2975,Positive,Passive,1594405800.0
a2p1U000000RsaOQAS,doctor was very good and polite  the nurse was not too polite did not speak and let me know what she was doing ,09-04-2015,8,Monroe Campus Park Clinic,Monroe,NC,0.6124,Positive,Passive,1428517800.0
a2p3g000000oRYtAAM,terrible doctor,28-07-2020,1,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,-0.7178,Extreme,Detractor,1595874600.0
a2p1U000000RsWiQAK,quick and friendly service,23-10-2014,8,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.8519,Positive,Passive,1414002600.0
a2p1U000000RpriQAC,my doctor was extremely chatty  i understand the first visit  there are a lot of questions  but she took over an hour to do this  she talked a lot about her family  that i really didn t need to know  hopefully the next visit will be much quicker ,12-01-2018,5,Avon Sheffield Detroit Ave Clinic,Sheffield Village,OH,0.0,Neutral,Detractor,1515695400.0
a2p1U000000RoeVQAS,it is easy to get an appointment and i feel like i get my doctor s full attention the entire visit ,07-12-2018,8,Monroe Campus Park Clinic,Monroe,NC,0.6249,Positive,Passive,1544121000.0
a2p3g000000oRdvAAE,convenient location,10-08-2020,8,Louisville Humana East Health Center,Louisville,KY,0.6249,Positive,Passive,1596997800.0
a2p1U000000RpTTQA0,speedy appointments  nice to have centralized location for care prescriptions  in house testing,24-07-2017,8,Denver 15th Street Clinic,Denver,CO,0.4522,Positive,Passive,1500834600.0
a2p1U000000RsV2QAK,dr  haly  staff  labs   meds,18-09-2014,7,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.7845,Positive,Passive,1410978600.0
a2p4w000002O4bZAAS,loved the front staff and the person who came to do the testing     then  we had a virtual appointment   pretty much told us  after we said we were sick for a couple weeks   to get rest   was shocked they could say it was not bronchitis or pneumonia by just telling me that    didn t listen to my chest or breathing   no help for a sinus infection my husband has had for the last   weeks       then  on my work letter it said due to my unvaccinated status  i need to stay home   vaccinated people are getting covid   this was not the reason i needed to stay home   the appointment was a waste of time ,30-12-2021,2,City of Kalamazoo Clinic,Kalamazoo,MI,0.0,Neutral,Detractor,1640802600.0
a2p1U000000RsdHQAS,i like paladina s approach to patent care and coming to our work location makes visits to the doctor very convenient ,29-10-2015,8,New Berlin Health Center,New Berlin,WI,0.4449,Positive,Passive,1446057000.0
a2p3g000000KzF5AAK,son was not diagnosed correctly  office indicated he had a rash  we ended up in urgentcare   hours after office visit and diagnosed with infantigo after a school nurse said she didn t believe it to be just a rash,18-02-2020,6,Pueblo Fortino Boulevard Health Center,Pueblo,CO,0.8822,Positive,Detractor,1581964200.0
a2p1U000000RqQCQA0,dr shurek is very responsive to patients,09-07-2015,8,Arvada City of Arvada Clinic,Arvada,CO,0.4059,Positive,Passive,1436380200.0
a2p1U000000RsgZQAS,prompt service  she listened to my concerns  did not seem rushed,06-11-2015,8,Monroe Campus Park Clinic,Monroe,NC,0.7845,Positive,Passive,1446748200.0
a2p1U000000RqFmQAK,doctor,27-03-2019,1,Federal Way 32nd Ave Clinic,Federal Way,WA,0.4404,Positive,Detractor,1553625000.0
a2p1U000000RoB2QAK,we have to use this network,28-05-2018,7,Mayville Metalcraft Clinic,Mayville,WI,0.6124,Positive,Passive,1527445800.0
a2p1U000000RsZQQA0,right now  i have long time medical providers that i want to see for most of my needs ,18-09-2014,5,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.4754,Positive,Detractor,1410978600.0
a2p1U000000RqS5QAK,always very professional   take time to treat the individual patient  dr and staff very caring ,19-09-2014,5,Arvada City of Arvada Clinic,Arvada,CO,0.4588,Positive,Detractor,1411065000.0
a2p1U000000RoxcQAC,fast simple appointments and service,27-08-2018,8,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.7003,Positive,Passive,1535308200.0
a2p1U000000RorKQAS,easy to get in  friendly  and they take the time to get to know you ,06-08-2018,8,Louisville Park Plaza Clinic,Louisville,KY,0.4939,Positive,Passive,1533493800.0
a2p1U000000RsjOQAS,easy to get  an appointment and the staff was very attentive and welcoming ,17-12-2015,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.8955,Positive,Passive,1450290600.0
a2p3g000000L1OHAA0,odd    everything i go to visit paladina there is no one in the office  the care seems fine but yet never seem that busy  makes me wonder     ,03-06-2020,7,Broomfield Buffalo Ridge Clinic,Broomfield,CO,0.0,Positive,Passive,1591122600.0
a2p3g000000oReZAAU,easy to get appointments not too far away  and able to speak contact practitioner in a timely manner ,08-08-2020,8,Akron-White Pond Drive Clinic,Akron,OH,0.2732,Positive,Passive,1596825000.0
a2p1U000000RsQrQAK,i really liked the physician and the convenience of location and appointments ,28-09-2015,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.0,Neutral,Passive,1443378600.0
a2p1U000000RqflQAC,for me it is just regarding availablity   with the federal way clinic opening it has taken away from dr s always being available in tacoma   also right now with the village vitality screening seem like that is overriding teammates with real issues ,24-09-2014,6,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.4939,Positive,Detractor,1411497000.0
a2p1U000000RqZqQAK,convenient  friendly,01-10-2015,8,Lakewood Belmar Medical Building Clinic,Lakewood,CO,0.8225,Positive,Passive,1443637800.0
a2p1U000000RsoNQAS,on time appointments and knowledgeable doctors,18-02-2016,8,Tacoma Health Center,Tacoma,WA,0.7269,Positive,Passive,1455733800.0
a2p1U000000Rpc4QAC,consistently have trouble getting a hold of the folks in the office and when i leave a message for them to call me back they never do ,28-09-2017,5,Louisville Humana East Health Center,Louisville,KY,0.4404,Positive,Detractor,1506537000.0
a2p1U000000RpWXQA0,personal relationship with a doctor available for consultation anytime,21-07-2017,7,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.7783,Positive,Passive,1500575400.0
a2p1U000000RutnQAC,avalability is good  proximity to work is great ,27-10-2014,8,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.2263,Positive,Passive,1414348200.0
a2p1U000000RqADQA0,it was my first visit and would need more interactions to inform how likely i would be to recommend ,04-03-2019,7,Clifton Brighton Road Office,Clifton,NJ,0.8196,Positive,Passive,1551637800.0
a2p1U000000RoDVQA0,courteous and comprehensive service,07-05-2018,8,Louisville Humana East Health Center,Louisville,KY,0.5994,Positive,Passive,1525631400.0
a2p3g000000KymAAAS,the doctor is really taking their time to talk to us as a patient  you feel more appreciated ,03-01-2020,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.0,Positive,Passive,1577989800.0
a2p3g000000KzETAA0,service is always good and comes with a smile   doctors are knowledge and take the time to listen ,14-02-2020,7,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,0.6249,Positive,Passive,1581618600.0
a2p1U000000RpJAQA0,i love the convenience of it being inside my work place,22-07-2019,8,Euclid Lincoln Electric Clinic,Euclid,OH,0.3291,Positive,Passive,1563733800.0
a2p1U000000Rsn3QAC,i love that i am to walk down the street and get care asap,07-01-2016,8,Tacoma Health Center,Tacoma,WA,0.0,Positive,Passive,1452105000.0
a2p1U000000RpBRQA0,very professional and courteous,10-06-2019,8,Pueblo Fortino Boulevard Health Center,Pueblo,CO,0.5106,Positive,Passive,1560105000.0
a2p1U000000RpXzQAK,dr  cici is great  dr  glaser not so much  i had already been struggling with bronchitis for about   weeks when i came in   had to see dr glasses  he told me to go home   take some nyquil  barely examined me  i always request any dr but him  i ve talked to several people who go to paladine that feel the same about dr glasser ,14-08-2017,8,North Charleston Netherby Lane Clinic,North Charleston,SC,0.4404,Positive,Passive,1502649000.0
a2p4w000002O3a6AAC,rhonda explained my blood results in a way that i could understand ,08-12-2021,8,Wapakoneta Health Center,Wapakoneta,OH,0.4939,Positive,Passive,1638901800.0
a2p3g000000KysKAAS,no wait and conversations with dr  not asssitants,21-01-2020,7,Northglenn Metro North Clinic,Northglenn,CO,0.8016,Positive,Passive,1579545000.0
a2p4w000002O3mWAAS,the staff was extremely friendly and helpful  they were able to get me in with only a few days notice  unfortunately i think they forgot to send my prescription in  as i showed up to the pharmacy a few hours after my appointment  and nothing was there  with the closure on the weekend  i am unable to call and sort this out ,11-12-2021,8,Weld County Employee Medical Center,Greeley,CO,0.4215,Positive,Passive,1639161000.0
a2p1U000000RspxQAC,easy to schedule appt   no wait  the doctor was thorough,18-02-2016,8,Boulder Goose Creek Clinic,Boulder,CO,0.2382,Positive,Passive,1455733800.0
a2p1U000000Ro90QAC,don t,01-06-2018,10,North Charleston Netherby Lane Clinic,North Charleston,SC,0.7003,Positive,Promoter,1527791400.0
a2p1U000000RsX0QAK,on this visit  i went in for a sinus infection   i did not have a fever  but i do not run fevers with sinus or ear infections   i have chronic sinus and ear problems and knew my sinuses were infected   i went in dr  glaser  he examined my ears and nose  ears were clear  had sinus drainage but he said i looked better than i felt   he did not want to give me an antibotic and gave me flonase to help with the pressure in my inter ear   i left  picked up the flonase from the pharmacy   woke the next morning feeling worse than on monday   didn t want to go back to the clinic so i phoned a friend who is a doctor and got both an antibotic and mild dose of steroid to help with the swelling   the gross mucus that came out on tuesday and wednesday certainly indicated that there was infection ,08-01-2015,4,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.631,Positive,Detractor,1420655400.0
a2p4w000002O4RKAA0,place is still to new only been there twice,24-12-2021,7,Activate by Everside Decatur IL Wellness Center,Decatur,IL,0.743,Positive,Passive,1640284200.0
a2p4w000002O3sAAAS,very kind and easy to work with  everyone takes the extra time to listen and care ,14-12-2021,8,Arvada City of Arvada Clinic,Arvada,CO,0.4404,Positive,Passive,1639420200.0
a2p1U000000l8AmQAI,from the front desk to the nurse to the exam room with the certified physician  i was attended to thoroughly and thoughtfully ,02-10-2019,8,Seven Hills Lombardo Center Clinic,Seven Hills,OH,0.0,Neutral,Passive,1569954600.0
a2p1U000000RpdwQAC,the receptionist  who was also the nurse  was rude when i first walked in  though she warmed up after i was there for over an hour  they were slow and i don t feel i gained much from my visit  the office was also eerily quiet and they left the door to the exam room open once or twice ,15-09-2017,0,DTC Centrum Healthcare Center Clinic,Greenwood Village,CO,-0.5423,Extreme,Detractor,1505413800.0
a2p1U000000RpeBQAS,paladina is great for the day to day stuff   i would be hesitant for anything very serious though  both because of availability and confidence in the doctor ,21-09-2017,7,Federal Way 32nd Ave Clinic,Federal Way,WA,0.5719,Positive,Passive,1505932200.0
a2p1U000000RoeKQAS,usually you are good on time  but when i called to say i was going to be late  the office told me to reschedule  when i came in for my time  my time wasn t honored in the same way that i honored the office s time ,30-11-2018,7,Arvada City of Arvada Clinic,Arvada,CO,0.5106,Positive,Passive,1543516200.0
a2p3g000000KymnAAC,overall very convenient and quick ,06-01-2020,7,Louisville Humana East Health Center,Louisville,KY,0.4939,Positive,Passive,1578249000.0
a2p1U000000RptAQAS,appointment scheduling is always day of calling option to be seen by doctor,22-01-2018,7,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.8883,Positive,Passive,1516559400.0
a2p1U000000RsW6QAK,love the doctor   staff is unorganized though extremely friendly   do not have confidence regarding proper procedure,05-03-2015,5,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.4767,Positive,Detractor,1425493800.0
a2p1U000000RpzIQAS,was fast and easy,20-02-2018,7,Louisville Humana East Health Center,Louisville,KY,0.9558,Positive,Passive,1519065000.0
a2p1U000000RpZrQAK,surprised to be seen by a doctor  impressed with integrity and dedication this doctor has for  the  patient and bemis,21-08-2017,6,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.0,Positive,Detractor,1503253800.0
a2p1U000000RpR1QAK,ease of access to a doctor with quick responses ,26-06-2017,8,Oconomowoc Sentry Equipment Clinic,Oconomowoc,WI,0.4215,Positive,Passive,1498415400.0
a2p1U000000Rq9LQAS,i received very good care while i was there  the doctor and nurse were kind and made me feel comfortable ,25-02-2019,8,Puyallup Meeker's Landing Clinic,Puyallup,WA,0.3612,Positive,Passive,1551033000.0
a2p1U000000Ro8TQAS,it s a great way to do things,27-04-2018,8,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.0,Positive,Passive,1524767400.0
a2p1U000000RovbQAC,didnt feel like a number getting passed on,14-08-2018,8,Pueblo Fortino Boulevard Health Center,Pueblo,CO,0.9,Positive,Passive,1534185000.0
a2p3g000000LAb5AAG,call you on time  very professional and friendly ,16-07-2020,8,Hamilton Quakerbridge Road Office,Hamilton,NJ,0.5106,Positive,Passive,1594837800.0
a2p1U000000Rp7lQAC,dr  lee was very professional and approachable  she answered all my questions  and never made me feel bad about myself or my health  she read my body language and made suggestions that didn t make me feel threatened or attacked  if she didn t feel comfortable prescribing a solution  she offered to refer me to a specialist that would have the resources to help me  i plan to go back to her for all of my general medical needs ,23-10-2018,8,Federal Way 32nd Ave Clinic,Federal Way,WA,0.7269,Positive,Passive,1540233000.0
a2p1U000000RsarQAC,i didn t wait very long when i arrived  i also really liked dr  martin  he was very knowlegable and very  personable,16-04-2015,8,Monroe Campus Park Clinic,Monroe,NC,0.5719,Positive,Passive,1429122600.0
a2p3g000000KzoMAAS,i like my doctor,27-03-2020,8,Mayville Metalcraft Clinic,Mayville,WI,0.0,Positive,Passive,1585247400.0
a2p1U000000Ro5jQAC,after the appointment i usually need to go elsewhere so i have   appointments instead of one  that s a waste of time ,03-05-2018,7,Hamilton Quakerbridge Road Office,Hamilton,NJ,0.0571,Positive,Passive,1525285800.0
a2p1U000000RvGvQAK,convenience ,30-09-2019,5,Denver 15th Street Clinic,Denver,CO,0.9413,Positive,Detractor,1569781800.0
a2p3g000000L1OGAA0,service is fast  professional  and friendly,03-06-2020,8,Monroe Campus Park Clinic,Monroe,NC,0.0644,Positive,Passive,1591122600.0
a2p1U000000Rp21QAC,office clean and modern  desk people friendly and helpful   doctor thorough and personable ,24-09-2018,8,Clifton Brighton Road Office,Clifton,NJ,0.4939,Positive,Passive,1537727400.0
a2p1U000000Rsl9QAC,i never get calls back from paladina when they say they re going to call me  literally  never  this time dr  roberts said she d be calling with results in a day or two and it s now three days later and i haven t heard from her  every time i saw dr  muse the same thing    never heard back within the time they said  and sometimes never heard back at all ,14-01-2016,3,Denver 15th Street Clinic,Denver,CO,0.457,Positive,Detractor,1452709800.0
a2p1U000000RosBQAS,it was easy to get an appointment  the dr  gave me the time i needed and answered all my questions ,30-07-2018,8,Sheboygan Falls Plankview Office,Sheboygan Falls,WI,0.8016,Positive,Passive,1532889000.0
a2p1U000000RosGQAS,scheduling is easy  online system friendly  it seems like there has been a lot of turnover  i joined paladina for a doc at the cap hill location who promptly left  found dr  roberts  who then left  and i am now on my third doc ,31-07-2018,6,Denver 15th Street Clinic,Denver,CO,0.0,Positive,Detractor,1532975400.0
a2p1U000000RojIQAS,availability,02-01-2019,8,Monroe Campus Park Clinic,Monroe,NC,0.5598,Positive,Passive,1546367400.0
a2p1U000000RsUZQA0,it was ok  nothing special  i liked my previous doctor better  didn t like being at work and in the waiting room at the same time ,26-09-2014,5,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.0,Positive,Detractor,1411669800.0
a2p1U000000RsUMQA0,they seemed unsure that i had an appointment after resceduling me   then the nurse asked me questions she claimed were not in my chart but i could see the records with the answer   i did not feel the room was private and the nurse kept telling me to whisper my information instead of speaking in a normal voice   i prefer to use my primary care doctor who i have used for    years ,24-07-2014,2,Mt. Pleasant Patriots Plaza Clinic,Mount Pleasant,SC,0.3041,Positive,Detractor,1406140200.0
a2p1U000000RqYkQAK,ease of access  great physician relationship,24-09-2014,8,Denver 15th Street Clinic,Denver,CO,0.4754,Positive,Passive,1411497000.0
a2p1U000000RtRSQA0,don t know enough yet,27-03-2017,6,Boulder Goose Creek Clinic,Boulder,CO,0.0,Neutral,Detractor,1490553000.0
a2p3g000000L2xQAAS,office is within my area ,18-06-2020,8,SSM Health DirectCare Chesterfield,Chesterfield,MO,0.7717,Positive,Passive,1592418600.0
a2p1U000000Rt9VQAS,my new doctor was awesome  answered all my silly questions and was able to get me in quickly  also gave me a quick solution which  i appreciated,01-12-2016,8,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.2263,Positive,Passive,1480530600.0
a2p4w000002O3XHAA0,i am still getting used to your services since you are new to my clinic,07-12-2021,7,Union Family Health Center - Downtown,Las Vegas,NV,0.4767,Positive,Passive,1638815400.0
a2p1U000000RoOYQA0,i am not happy with dr  thomas or kathleen hathaway in not listening to me when i k ow my body,08-04-2019,6,North Canton Lauby Rd,North Canton,OH,0.6249,Positive,Detractor,1554661800.0
a2p1U000000RqWQQA0,i respect my employer  the city of arvada  for doing what it can to keep health costs down   it is great that paladina is free and close   i am not  however  very impressed with the quality of dr  shuherk s professionalism  based on what i have experienced so far ,19-03-2015,4,Arvada City of Arvada Clinic,Arvada,CO,0.3612,Positive,Detractor,1426703400.0
a2p1U000000RsmiQAC,customer service  personal attention  good priorities ,21-01-2016,8,Arvada City of Arvada Clinic,Arvada,CO,0.6619,Positive,Passive,1453314600.0
a2p4w000002O3A3AAK,great service  easy access  timely communication,30-11-2021,8,SSM Health DirectCare Chesterfield,Chesterfield,MO,0.0,Positive,Passive,1638210600.0
a2p1U000000RsdWQAS,my colleges already know about the service and many have used it more than i ,23-10-2015,6,Arvada City of Arvada Clinic,Arvada,CO,-0.4158,Negative,Detractor,1445538600.0
a2p4w000002O39ZAAS,i don t know anyone with the same insurance  but if someone were to ask i d recommend my doctor to someone ,30-11-2021,7,Arvada City of Arvada Clinic,Arvada,CO,0.0,Neutral,Passive,1638210600.0
a2p1U000000RoYZQA0,i felt there was concern for my health  i don t think i have any health issues  i had blood work done and the doctor and his assistant spent     hours with me  this was my first visit ,05-06-2019,8,Denver State Capitol Clinic,Denver,CO,0.0387,Positive,Passive,1559673000.0
a2p4w000002O3qsAAC,convenience,13-12-2021,7,Aurora Cornerstar Plaza Clinic,Aurora,CO,0.4576,Positive,Passive,1639333800.0
a2p1U000000RvfqQAC,the one on one interaction with the doctors is great  mine spent       hrs with me at my first visit ,13-09-2019,8,Beachwood Science Park Drive,Beachwood,OH,0.6486,Positive,Passive,1568313000.0
a2p4w000002O2aPAAS,my whole visit was a circus,17-11-2021,1,Aisin Seymour Tipton Health and Wellness Center,Seymour,IN,0.5859,Positive,Detractor,1637087400.0
a2p4w000002O2y2AAC,no waiting time and good employees,24-11-2021,8,UA Plumbers Local 5 Health & Wellness Center,Mitchellville,MD,0.0516,Positive,Passive,1637692200.0
a2p1U000000RtMEQA0,i have really appreciated paladina s approach to medicine since becoming a patient last year  i had previously visited dr  muse s clinic downtown  so my visit to the greenwood village clinic was very different  i had to wait nearly    minutes to be seen by the dr  after arriving on time for my appointment  not too mention that the office manager assistant s presence was tense and disorganized  which did not improve my experience ,11-08-2016,6,Denver Lowry Medical Plaza Clinic,Denver,CO,0.7003,Positive,Detractor,1470853800.0
a2p4w000002O31BAAS,it was a little concerning that the records from the previous clinic did not carry over ,25-11-2021,5,Weld County Employee Medical Center,Greeley,CO,0.6249,Positive,Detractor,1637778600.0
a2p3g000000KynvAAC,i liked my previous doctor dr  song  but everything has been a hassle for us since she left ,08-01-2020,5,Mentor Great Lakes Plaza Clinic,Mentor,OH,0.1779,Positive,Detractor,1578421800.0
a2p1U000000RoQOQA0,i have no preference,01-05-2019,5,Akron-White Pond Drive Clinic,Akron,OH,0.4939,Positive,Detractor,1556649000.0
a2p1U000000Rt9JQAS,fast service and not feeling rushed by the doctor,15-11-2016,8,Monroe Campus Park Clinic,Monroe,NC,0.6249,Positive,Passive,1479148200.0
a2p1U000000Ro4aQAC,wait time was a lot longer then expected  poor follow up on treatment after appointment ,03-05-2018,5,New Berlin Health Center,New Berlin,WI,-0.5413,Extreme,Detractor,1525285800.0
